cross_1,cross,gen,mom_pop,ID,mom_ID,mom_fam,mom_sp,mom_heat,dad_pop,dad_ID,dad_sp,dad_E,tot_seeds,num_nodes,infl_length,self,intrapop,interpop,interhyb,intrahyb,hyb,cross_type,cross_type_new,outcross,wave,count_germ,count_survive,count_viabl,count_immuno,count_slide,mom_E_status,count_num_germ_assay,count_num_assay,prop_germ,count_E_plus,g_ma_trans,trans,mean_dist,dist_new,mom_endo_chemo_1,mom_endo_chemo_2,dad_endo_chemo_1,dad_endo_chemo_2,chemo_same
EXP_15.1,EXP_15.1,f1,TORO,20,TORO20,TORO20,EV,0,NA,NA,NA,NA,14,11,5.6,NA,NA,NA,NA,NA,NA,exp_self,exp_self,0,NA,0,0,NA,NA,NA,NA,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_16,EXP_16,f1,TEX,1464,TEX1464,TEX6,EV,0,TEX,1464,EV,0,0,18,6.2,NA,NA,NA,NA,NA,NA,exp_emas_self,exp_emas_self,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_16.1,EXP_16.1,f1,TEX,1464,TEX1464,TEX6,EV,0,NA,NA,NA,NA,74,19,5.9,NA,NA,NA,NA,NA,NA,exp_self,exp_self,0,NA,0,NA,NA,NA,NA,NA,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_17,EXP_17,f1,TEX,1462,TEX1462,TEX6,EV,0,TEX,1462,EV,0,1,15,5.6,NA,NA,NA,NA,NA,NA,exp_emas_self,exp_emas_self,1,NA,0,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_17.1,EXP_17.1,f1,TEX,1462,TEX1462,TEX6,EV,0,NA,NA,NA,NA,40,17,6.3,NA,NA,NA,NA,NA,NA,exp_self,exp_self,0,NA,0,NA,NA,NA,NA,NA,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_2,EXP_2,f1,THUN,16,THUN16,THUN16,EV,0,THUN,16,EV,0,8,12,5.2,NA,NA,NA,NA,NA,NA,exp_emas_self,exp_emas_self,1,NA,0,0,NA,NA,NA,NA,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_2.1,EXP_2.1,f1,THUN,16,THUN16,THUN16,EV,0,NA,NA,NA,NA,1,14,6.1,NA,NA,NA,NA,NA,NA,exp_self,exp_self,0,NA,0,0,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_3,EXP_3,f1,FALL,19,FALL19,FALL19,EV,0,FALL,19,EV,0,11,15,7.5,NA,NA,NA,NA,NA,NA,exp_emas_self,exp_emas_self,1,NA,6,2,NA,NA,NA,NA,10,10,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_3.1,EXP_3.1,f1,FALL,19,FALL19,FALL19,EV,0,NA,NA,NA,NA,13,17,9.1,NA,NA,NA,NA,NA,NA,exp_self,exp_self,0,NA,4,4,NA,NA,NA,NA,11,11,0.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_4,EXP_4,f1,THUN,16,THUN16,THUN16,EV,0,NA,NA,NA,NA,47,16,6.4,NA,NA,NA,NA,NA,NA,exp_self,exp_self,0,NA,0,0,NA,NA,NA,NA,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_4.1,EXP_4.1,f1,THUN,16,THUN16,THUN16,EV,0,THUN,16,EV,0,31,11,4,NA,NA,NA,NA,NA,NA,exp_emas_self,exp_emas_self,1,NA,0,0,NA,NA,NA,NA,11,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_5,EXP_5,f1,TEX,6,TEX6,TEX6,EV,0,TEX,6,EV,0,5,10,3.7,NA,NA,NA,NA,NA,NA,exp_emas_self,exp_emas_self,1,NA,0,0,NA,NA,NA,NA,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_5.1,EXP_5.1,f1,TEX,6,TEX6,TEX6,EV,0,NA,NA,NA,NA,24,16,6.5,NA,NA,NA,NA,NA,NA,exp_self,exp_self,0,NA,0,0,NA,NA,NA,NA,11,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_6,EXP_6,f1,TEX,4,TEX4,TEX4,EV,0,TEX,4,EV,0,7,12,4.3,NA,NA,NA,NA,NA,NA,exp_emas_self,exp_emas_self,1,NA,0,0,NA,NA,NA,NA,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_6.1,EXP_6.1,f1,TEX,4,TEX4,TEX4,EV,0,NA,NA,NA,NA,60,16,7.1,NA,NA,NA,NA,NA,NA,exp_self,exp_self,0,NA,0,0,NA,NA,NA,NA,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_7,EXP_7,f1,KEY,27,KEY27,KEY27,EV,0,KEY,27,EV,0,6,13,5.5,NA,NA,NA,NA,NA,NA,exp_emas_self,exp_emas_self,1,NA,0,0,NA,NA,NA,NA,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_7.1,EXP_7.1,f1,KEY,27,KEY27,KEY27,EV,0,NA,NA,NA,NA,12,13,5.6,NA,NA,NA,NA,NA,NA,exp_self,exp_self,0,NA,0,0,NA,NA,NA,NA,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_8,EXP_8,f1,MURR,5472,MURR5472,MURR47,EV,0,MURR,5472,EV,0,0,14,6.3,NA,NA,NA,NA,NA,NA,exp_emas_self,exp_emas_self,1,NA,0,NA,NA,NA,NA,NA,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_8.1,EXP_8.1,f1,MURR,5472,MURR5472,MURR47,EV,0,NA,NA,NA,NA,8,13,4.9,NA,NA,NA,NA,NA,NA,exp_self,exp_self,0,NA,1,NA,NA,NA,NA,NA,8,8,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXP_9,EXP_9,f1,TEX,1472,TEX1472,TEX7,EV,0,TEX,1472,EV,0,10,14,4.8,NA,NA,NA,NA,NA,NA,exp_emas_self,exp_emas_self,1,NA,4,NA,NA,NA,NA,NA,11,11,0.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
self_111,self_111,f1,BON,111,BON111,BON1,EV,1,NA,NA,NA,NA,2,9,3,1,0,0,0,0,0,self,self,0,4,0,0,0,0,1,1,1,1,0,1,1,1,NA,NA,1,7,NA,NA,NA
